timestamp,uploadTime
2025-05-29T21:43:10.745Z,0
2025-05-30T20:18:17.192Z,0.036
2025-05-30T20:18:22.652Z,0.001
2025-05-30T20:18:28.140Z,0
2025-05-30T20:18:33.610Z,0.001
2025-05-30T20:24:28.568Z,0.001
2025-05-30T20:24:34.045Z,0
2025-05-30T20:24:39.515Z,0.001
2025-05-30T20:24:44.927Z,0
2025-05-30T20:24:50.284Z,0
2025-05-30T22:22:36.661Z,0.001
2025-05-30T22:22:42.094Z,0
2025-05-30T22:22:47.550Z,0
2025-05-30T22:22:53.063Z,0.001
2025-05-30T22:22:58.436Z,0
2025-05-30T22:48:57.616Z,0.001
2025-05-30T22:49:03.050Z,0
2025-05-30T22:49:08.478Z,0
2025-05-30T22:49:13.955Z,0.002
2025-05-30T22:49:19.361Z,0
2025-05-30T23:44:42.950Z,0.002
2025-05-30T23:44:48.379Z,0
2025-05-30T23:44:53.766Z,0
2025-05-30T23:44:59.195Z,0
2025-05-30T23:45:04.619Z,0
2025-05-31T01:46:46.256Z,0.001
2025-05-31T01:46:51.639Z,0
2025-05-31T01:46:57.047Z,0
2025-05-31T01:47:02.506Z,0.001
2025-05-31T01:47:07.917Z,0
2025-05-31T01:55:05.946Z,0
2025-05-31T01:55:11.329Z,0
2025-05-31T01:55:16.737Z,0
2025-05-31T01:55:22.167Z,0
2025-05-31T01:55:27.566Z,0
2025-05-31T02:00:02.464Z,0
2025-05-31T02:00:07.915Z,0.001
2025-05-31T02:00:13.390Z,0
2025-05-31T02:00:18.830Z,0
2025-05-31T02:00:24.281Z,0
2025-05-31T02:19:37.908Z,0
2025-05-31T02:19:43.332Z,0.001
2025-05-31T02:19:48.709Z,0
2025-05-31T02:19:54.093Z,0
2025-05-31T02:19:59.615Z,0
2025-05-31T13:18:16.940Z,0.003
2025-05-31T13:18:22.355Z,0.001
2025-05-31T13:18:27.780Z,0.001
2025-05-31T13:18:33.189Z,0
2025-05-31T13:18:38.581Z,0
2025-05-31T13:48:37.612Z,0.002
2025-05-31T13:48:43.076Z,0
2025-05-31T13:48:48.520Z,0
2025-05-31T13:48:53.962Z,0.001
2025-05-31T13:48:59.437Z,0.001
2025-05-31T14:32:03.858Z,0
2025-05-31T14:32:09.262Z,0.001
2025-05-31T14:32:14.701Z,0
2025-05-31T14:32:20.155Z,0
2025-05-31T14:32:25.606Z,0
2025-06-03T21:27:40.664Z,0.024
2025-06-03T21:27:46.093Z,0
2025-06-03T21:27:51.554Z,0
2025-06-03T21:27:57.002Z,0.001
2025-06-04T12:27:31.685Z,0.001
2025-06-04T12:27:37.070Z,0
2025-06-04T12:27:42.544Z,0
2025-06-04T12:27:48.014Z,0
2025-06-04T12:27:53.491Z,0
2025-06-04T12:43:19.281Z,0.005
2025-06-04T12:43:24.614Z,0
2025-06-04T12:43:30.063Z,0.001
2025-06-04T12:43:38.663Z,0
2025-06-04T12:43:44.136Z,0
2025-06-04T12:43:49.551Z,0
2025-06-04T12:43:54.961Z,0
2025-06-04T12:44:00.360Z,0
2025-06-04T12:48:31.629Z,0.002
2025-06-04T12:48:36.954Z,0
2025-06-04T12:48:42.440Z,0
2025-06-04T12:48:47.899Z,0.001
2025-06-04T12:48:53.304Z,0
2025-06-04T13:25:02.957Z,0
2025-06-04T13:25:08.439Z,0
2025-06-04T13:25:13.865Z,0
2025-06-04T13:25:19.233Z,0.001
2025-06-04T13:25:24.606Z,0
2025-06-04T13:58:56.230Z,0.001
2025-06-04T13:59:02.168Z,0.001
2025-06-04T13:59:07.559Z,0.001
2025-06-04T13:59:12.946Z,0
2025-06-04T13:59:18.423Z,0
2025-06-04T14:10:45.542Z,0
2025-06-04T14:10:50.971Z,0
2025-06-04T14:10:56.414Z,0
2025-06-04T14:11:01.871Z,0
2025-06-04T14:11:07.340Z,0
2025-06-04T14:20:23.890Z,0
2025-06-04T14:20:29.325Z,0
2025-06-04T14:20:34.807Z,0.001
2025-06-04T14:20:40.218Z,0
2025-06-04T14:20:45.705Z,0
2025-06-04T14:29:32.750Z,0
2025-06-04T14:29:38.728Z,0.001
2025-06-04T14:29:44.152Z,0
2025-06-04T14:29:49.502Z,0.001
2025-06-04T14:29:55.015Z,0
2025-06-04T14:44:35.467Z,0
2025-06-04T14:44:41.326Z,0
2025-06-04T14:44:46.786Z,0
2025-06-04T14:44:52.287Z,0.001
2025-06-04T14:44:57.840Z,0
2025-06-04T14:56:31.593Z,0.001
2025-06-04T14:56:37.255Z,0
2025-06-04T14:56:42.585Z,0
2025-06-04T14:56:48.018Z,0
2025-06-04T14:56:53.551Z,0
2025-06-04T17:07:10.466Z,0.002
2025-06-04T17:07:15.893Z,0
2025-06-04T17:07:21.409Z,0
2025-06-04T17:07:26.847Z,0
2025-06-04T17:07:32.334Z,0.001
2025-06-04T17:12:49.510Z,0
2025-06-04T17:12:54.989Z,0
2025-06-04T17:13:00.443Z,0.001
2025-06-04T17:13:05.856Z,0
2025-06-04T17:13:11.289Z,0
2025-06-04T17:18:45.621Z,0
2025-06-04T17:18:51.129Z,0.001
2025-06-04T17:18:56.527Z,0
2025-06-04T17:19:01.965Z,0
2025-06-04T17:19:07.394Z,0
2025-06-04T17:28:19.624Z,0
2025-06-04T17:35:59.157Z,0
2025-06-04T17:36:04.526Z,0
2025-06-04T17:36:10.002Z,0
2025-06-04T17:36:15.428Z,0
2025-06-04T17:36:20.839Z,0
2025-06-04T17:48:48.281Z,0
2025-06-04T17:48:53.615Z,0
2025-06-04T17:48:59.083Z,0
2025-06-04T17:49:04.510Z,0.001
2025-06-04T17:49:09.988Z,0
2025-06-04T18:05:43.490Z,0.001
2025-06-04T18:05:48.912Z,0
2025-06-04T18:05:54.329Z,0.001
2025-06-04T18:05:59.769Z,0
2025-06-04T18:06:05.227Z,0
2025-06-04T18:29:55.873Z,0.001
2025-06-04T18:30:01.275Z,0
2025-06-04T18:30:06.681Z,0
2025-06-04T18:30:12.049Z,0
2025-06-04T18:30:17.467Z,0
2025-06-04T20:07:49.465Z,0.002
2025-06-04T20:07:54.865Z,0
2025-06-04T20:08:00.322Z,0
2025-06-04T20:08:05.784Z,0
2025-06-04T20:08:11.230Z,0
2025-06-04T20:55:02.239Z,0.001
2025-06-04T20:55:07.652Z,0
2025-06-04T20:55:13.066Z,0
2025-06-04T20:55:18.481Z,0
2025-06-04T20:55:23.923Z,0
2025-06-04T21:34:39.957Z,0
2025-06-04T21:34:45.414Z,0.001
2025-06-04T21:34:50.758Z,0
2025-06-04T21:34:56.193Z,0
2025-06-04T21:35:01.665Z,0.001
2025-06-05T23:01:56.128Z,0.085
2025-06-05T23:02:01.349Z,0
2025-06-05T23:02:06.686Z,0
2025-06-05T23:02:12.236Z,0
2025-06-06T19:15:03.993Z,0
2025-06-06T19:15:09.312Z,0
2025-06-06T19:15:14.676Z,0
2025-06-06T19:15:20.208Z,0
2025-06-07T14:00:27.127Z,0.003
2025-06-07T14:00:32.654Z,0
2025-06-07T14:00:38.174Z,0
2025-06-07T14:00:43.548Z,0
2025-06-07T14:00:48.866Z,0
2025-06-11T21:32:43.062Z,0.006
